Energy	Plot 1
4332.5	8.719e+11
4333	8.719e+11
4333.5	8.718e+11
4334	8.718e+11
4334.5	8.719e+11
4335	8.719e+11
4335.5	8.72e+11
4336	8.721e+11
4336.5	8.722e+11
4337	8.723e+11
4337.5	8.725e+11
4338	8.727e+11
4338.5	8.729e+11
4339	8.732e+11
4339.5	8.734e+11
4340	8.737e+11
4340.5	8.74e+11
4341	8.743e+11
4341.5	8.745e+11
4342	8.748e+11
4342.5	8.75e+11
4343	8.752e+11
4343.5	8.754e+11
4344	8.756e+11
4344.5	8.757e+11
4345	8.757e+11
4345.5	8.757e+11
4346	8.756e+11
4346.5	8.755e+11
4347	8.753e+11
4347.5	8.75e+11
4348	8.746e+11
4348.5	8.741e+11
4349	8.736e+11
4349.5	8.73e+11
4350	8.722e+11
4350.5	8.714e+11
4351	8.705e+11
4351.5	8.694e+11
4352	8.683e+11
4352.5	8.671e+11
4353	8.658e+11
4353.5	8.645e+11
4354	8.63e+11
4354.5	8.614e+11
4355	8.598e+11
4355.5	8.582e+11
4356	8.564e+11
4356.5	8.546e+11
4357	8.528e+11
4357.5	8.509e+11
4358	8.49e+11
4358.5	8.471e+11
4359	8.452e+11
4359.5	8.432e+11
4360	8.413e+11
4360.5	8.393e+11
4361	8.374e+11
4361.5	8.355e+11
4362	8.337e+11
4362.5	8.319e+11
4363	8.301e+11
4363.5	8.284e+11
4364	8.267e+11
4364.5	8.251e+11
4365	8.236e+11
4365.5	8.222e+11
4366	8.208e+11
4366.5	8.195e+11
4367	8.182e+11
4367.5	8.171e+11
4368	8.16e+11
4368.5	8.151e+11
4369	8.141e+11
4369.5	8.133e+11
4370	8.126e+11
4370.5	8.12e+11
4371	8.114e+11
4371.5	8.109e+11
4372	8.105e+11
4372.5	8.101e+11
4373	8.098e+11
4373.5	8.096e+11
4374	8.094e+11
4374.5	8.093e+11
4375	8.094e+11
4375.5	8.093e+11
4376	8.094e+11
4376.5	8.096e+11
4377	8.097e+11
4377.5	8.1e+11
4378	8.103e+11
4378.5	8.106e+11
4379	8.11e+11
4379.5	8.114e+11
4380	8.119e+11
4380.5	8.124e+11
4381	8.13e+11
4381.5	8.136e+11
4382	8.143e+11
4382.5	8.151e+11
4383	8.159e+11
4383.5	8.167e+11
4384	8.177e+11
4384.5	8.187e+11
4385	8.198e+11
4385.5	8.21e+11
4386	8.222e+11
